player_id,player,team,match_id,minutes,goals,assists,shots,sot,key_passes,big_chances_created,big_chances_missed,touches,passes,passes_acc,long_balls,long_balls_acc,crosses,crosses_acc,dribbles,dribbles_won,interceptions,clearances,tackles_won,tackles_total,aerial_won,ball_recovery,duel_won,duel_lost,blocked_shots,fouls,was_fouled,offsides,saves
829288,Salvador Cordero,Coquimbo Unido,15352991,27,0,0,2,1,0,0,1,14,7,4,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0
852143,Luis Riveros,Coquimbo Unido,15352991,26,0,2,2,0,2,0,1,22,11,10,0,0,1,0,4,4,0,0,0,0,1,2,5,3,0,1,0,0,0
973986,Cristián Zavala,Coquimbo Unido,15352991,16,1,0,1,2,0,0,0,15,8,5,2,1,0,0,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0
39244,Lucas Pratto,Coquimbo Unido,15352991,10,0,0,1,1,0,0,0,11,9,7,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
789923,Federico Lanzillotta,Deportes La Serena,15352992,90,0,0,0,0,0,0,0,40,32,22,13,3,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,4
1002931,Bruno Gutiérrez,Deportes La Serena,15352992,90,0,0,0,0,1,1,0,45,19,14,2,0,1,1,0,0,1,3,2,2,1,1,4,3,0,0,1,0,0
906100,Lucas Alarcón,Deportes La Serena,15352992,90,0,0,0,0,0,0,0,50,36,26,9,3,0,0,0,0,1,7,3,4,1,6,5,2,1,0,0,0,0
799653,Rafael Delgado,Deportes La Serena,15352992,90,0,0,0,0,0,0,0,58,40,29,7,2,0,0,2,1,1,8,1,3,2,6,6,8,1,3,0,0,0
1384819,Yahir Salazar,Deportes La Serena,15352992,90,0,0,0,0,0,0,0,50,19,11,2,1,0,0,3,2,3,5,3,7,1,5,11,3,1,1,1,1,0
1089454,Francis Mac Allister,Deportes La Serena,15352992,89,0,0,0,0,0,0,0,46,36,29,6,3,0,0,0,0,0,3,2,3,1,6,4,2,2,0,0,0,0
316170,Gonzalo Escalante,Deportes La Serena,15352992,90,1,0,1,2,0,0,0,69,46,37,4,2,0,0,2,1,1,7,2,2,0,3,5,5,0,0,2,0,0
986598,Joaquín Gutiérrez,Deportes La Serena,15352992,64,0,0,3,1,0,0,1,27,14,10,0,0,2,0,1,0,0,1,0,0,0,4,0,3,0,1,0,1,0
1063335,Felipe Chamorro,Deportes La Serena,15352992,73,0,0,2,1,0,0,1,37,17,14,0,0,0,0,2,1,0,0,1,1,1,2,5,9,1,3,2,0,0
805095,Jeisson Vargas,Deportes La Serena,15352992,90,0,1,1,0,4,2,0,70,49,42,3,1,4,2,7,4,1,0,0,0,0,12,6,3,0,0,2,1,0
147570,Diego Rubio,Deportes La Serena,15352992,89,1,0,2,2,0,0,0,47,25,20,1,0,0,0,2,0,1,2,1,1,1,6,4,9,1,4,2,0,0
582220,Nicolás Stefanelli,Deportes La Serena,15352992,26,0,0,0,0,0,0,0,18,6,3,2,0,0,0,2,2,0,0,0,0,0,2,4,4,0,0,2,0,0
874589,Matías Marín,Deportes La Serena,15352992,17,1,0,1,2,0,0,0,15,11,10,0,0,0,0,1,1,0,0,0,1,0,2,2,1,0,0,0,0,0
1807803,Joan Orellana,Deportes La Serena,15352992,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
2046426,Cristóbal Sepúlveda,Deportes La Serena,15352992,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333465,Nicolás Avellaneda,Unión La Calera,15352992,90,0,0,0,0,0,0,0,37,28,23,13,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1
889511,Christopher Díaz,Unión La Calera,15352992,85,0,0,0,0,2,0,0,63,42,27,7,1,4,0,1,0,1,0,1,1,3,3,4,4,0,0,0,0,0
1108449,Rodrigo Caseres,Unión La Calera,15352992,90,0,0,2,1,0,0,0,75,65,59,8,5,0,0,0,0,2,2,0,0,4,6,5,2,1,1,1,0,0
1111544,Daniel Gutiérrez,Unión La Calera,15352992,90,0,0,0,0,1,0,0,64,51,44,6,3,0,0,0,0,1,4,2,2,3,10,7,3,0,1,2,0,0
819005,Cristián Gutiérrez,Unión La Calera,15352992,68,0,0,0,0,0,0,0,47,27,22,0,0,1,0,0,0,2,1,1,1,1,4,2,2,0,1,0,0,0
822449,Camilo Moya,Unión La Calera,15352992,60,0,0,1,1,2,0,0,43,39,35,3,3,0,0,0,0,1,0,1,1,0,3,2,1,0,1,1,0,0
787710,Kevin Méndez,Unión La Calera,15352992,90,0,0,1,0,5,1,0,67,27,19,0,0,15,5,7,2,0,0,1,3,0,4,8,13,0,2,3,0,0
822444,Yerko Leiva,Unión La Calera,15352992,90,0,0,0,0,0,0,0,71,55,47,5,2,1,1,1,0,1,0,2,4,0,5,6,6,0,1,2,0,0
1403421,Axel Encinas,Unión La Calera,15352992,60,0,0,0,0,0,0,0,28,17,12,0,0,2,0,2,1,0,0,1,1,1,1,3,5,0,1,0,0,0
861299,Carlo Villanueva,Unión La Calera,15352992,60,0,0,1,0,0,0,0,28,17,13,0,0,0,0,3,0,0,0,0,1,0,2,2,5,0,0,1,0,0
936901,Sebastián Sáez,Unión La Calera,15352992,90,0,0,3,0,0,0,0,45,33,22,5,4,1,0,1,0,0,0,1,1,4,2,6,3,0,0,1,2,0
1190022,Joaquín Soto,Unión La Calera,15352992,30,0,0,0,0,1,0,0,26,24,22,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0
1002941,Joan Cruz,Unión La Calera,15352992,30,0,0,3,1,1,0,0,30,21,14,2,2,0,0,1,0,0,0,1,2,0,6,2,6,0,3,0,0,0
1523685,Francisco Jose Pozzo,Unión La Calera,15352992,30,0,0,2,0,0,0,0,13,7,7,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0
1017169,Javier Saldías,Unión La Calera,15352992,22,0,0,0,0,0,0,0,25,19,13,4,2,1,0,0,0,1,0,1,1,2,2,3,2,0,0,0,0,0
951277,Bayron Oyarzo,Unión La Calera,15352992,12,0,0,1,1,0,0,1,6,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
158269,César Dutra,Deportes Concepción,15352993,90,0,0,0,0,0,0,0,37,23,18,5,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,4
939938,Ariel Cáceres,Deportes Concepción,15352993,90,0,0,0,0,0,0,0,82,46,38,9,3,2,0,2,1,2,0,1,1,1,1,4,7,0,1,1,0,0
988763,Norman Rodríguez,Deportes Concepción,15352993,90,0,0,1,1,1,0,0,85,68,54,9,2,0,0,1,0,3,7,0,0,3,4,4,6,0,1,1,0,0
973523,Diego Carrasco,Deportes Concepción,15352993,90,0,0,1,0,0,0,0,72,54,47,5,3,0,0,0,0,3,8,0,2,5,2,8,4,0,2,1,0,0
1980392,Javier Rojas,Deportes Concepción,15352993,90,0,0,0,0,0,0,0,63,46,38,6,1,1,1,0,0,0,0,1,1,0,5,1,3,0,1,0,0,0
589548,Nelson Sepúlveda,Deportes Concepción,15352993,45,0,0,0,0,0,0,0,35,29,26,5,5,0,0,0,0,1,1,1,1,0,4,2,1,0,1,1,0,0
906106,Ignacio Mesías,Deportes Concepción,15352993,45,0,0,0,0,0,0,0,13,6,2,1,0,0,0,1,0,0,0,0,0,1,0,1,6,0,1,0,0,0
819072,Jorge Henríquez,Deportes Concepción,15352993,90,0,0,1,0,2,0,0,79,57,46,11,8,8,5,2,2,0,0,0,0,2,6,5,4,0,2,1,0,0
790010,Leonardo Valencia,Deportes Concepción,15352993,82,0,0,1,0,1,0,0,48,27,25,2,0,13,2,2,0,0,0,0,0,0,3,1,3,0,0,1,1,0
177813,Misael Dávila,Deportes Concepción,15352993,45,0,0,0,0,0,0,0,18,11,8,3,1,2,0,1,1,0,2,0,0,1,0,2,1,0,1,0,0,0
28242,Joaquín Larrivey,Deportes Concepción,15352993,90,0,0,2,0,1,0,0,25,12,7,1,0,1,0,0,0,0,2,0,1,4,1,5,5,1,2,0,0,0
1197454,Yonathan Rodríguez,Deportes Concepción,15352993,45,0,0,1,1,0,0,0,44,28,18,6,1,2,0,0,0,0,2,2,3,4,2,8,3,0,0,1,0,0
986529,Ethan Espinoza,Deportes Concepción,15352993,45,0,0,1,0,1,0,0,33,25,23,1,1,1,0,3,2,1,0,0,0,0,3,2,2,0,0,0,0,0
986422,Aldrix Jara,Deportes Concepción,15352993,45,0,0,1,0,0,0,0,35,14,10,1,0,4,0,4,2,1,0,0,0,0,1,3,8,0,0,1,0,0
1125898,Ángel Gillard,Deportes Concepción,15352993,8,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0
47441,Nicola Pérez,Ñublense,15352993,90,0,0,0,0,0,0,0,35,28,13,23,8,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,2
333405,Felipe Campos,Ñublense,15352993,90,0,0,0,0,0,0,0,39,28,22,8,3,1,0,0,0,2,0,1,2,0,3,2,2,0,0,0,0,0
819075,Osvaldo Bosso,Ñublense,15352993,90,0,0,0,0,0,0,0,50,31,28,3,3,0,0,0,0,2,11,0,1,4,6,8,4,0,0,3,0,0
863129,Sebastián Valencia,Ñublense,15352993,90,0,0,0,0,0,0,0,62,35,30,12,8,1,1,0,0,4,3,4,5,1,0,6,0,0,0,0,0,0
584418,Gabriel Graciani,Ñublense,15352993,69,1,0,4,3,1,0,0,35,21,17,1,0,2,1,2,1,0,1,0,0,3,1,5,3,0,0,1,0,0
312376,Lorenzo Reyes,Ñublense,15352993,90,0,0,1,0,1,0,0,74,60,53,10,6,1,0,1,1,3,2,0,0,2,10,4,4,0,2,1,0,0
951278,Manuel Rivera,Ñublense,15352993,90,0,0,2,2,0,0,0,58,40,33,0,0,2,0,1,0,1,3,1,1,0,7,4,3,0,0,3,0,0
986626,Jovany Campusano,Ñublense,15352993,90,0,0,0,0,0,0,0,52,27,17,5,0,5,0,0,0,0,4,3,3,1,1,4,3,1,1,0,0,0
962130,Fernando Ovelar,Ñublense,15352993,83,0,0,2,1,2,0,0,45,18,15,0,0,4,2,4,1,1,1,1,1,2,6,6,7,0,2,2,0,0
1503119,Giovanny Avalos,Ñublense,15352993,69,0,0,0,0,3,0,0,25,16,7,1,0,4,1,1,0,0,0,0,1,1,4,2,4,0,1,0,0,0
761426,Ignacio Jeraldino,Ñublense,15352993,75,0,0,2,0,0,0,0,26,11,7,1,0,1,0,0,0,0,1,0,0,3,0,5,4,0,0,2,0,0
1125913,Diego Sanhueza,Ñublense,15352993,21,1,0,1,2,1,1,0,15,8,5,2,0,1,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0
986676,Matías Plaza,Ñublense,15352993,21,0,0,1,0,0,0,1,33,12,9,1,0,2,1,3,1,2,1,3,3,0,1,5,5,0,0,1,0,0
1518443,Franco Rami,Ñublense,15352993,15,0,0,1,0,0,0,1,16,12,6,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,0,0
1197415,Alex Valdés,Ñublense,15352993,16,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0,0,0
1016653,Vicente Bernedo,Universidad Católica,15352994,90,0,0,0,0,0,0,0,36,27,21,8,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1
818693,Bernardo Cerezo,Universidad Católica,15352994,87,0,0,0,0,0,0,0,52,32,25,10,6,5,0,0,0,0,2,0,0,1,1,2,3,0,0,1,0,0
819088,Branco Ampuero,Universidad Católica,15352994,90,0,0,0,0,0,0,0,69,61,50,9,5,0,0,0,0,1,3,1,1,4,5,6,1,0,1,1,0,0
896624,Juan Ignacio Díaz,Universidad Católica,15352994,84,0,0,1,0,0,0,0,72,58,53,5,2,1,1,0,0,2,4,1,3,3,4,7,2,1,2,1,0,0
324937,Cristián Cuevas,Universidad Católica,15352994,90,0,0,0,0,0,0,0,100,67,47,5,1,5,0,0,0,0,1,4,5,0,4,6,3,0,1,1,0,0
819115,Jhojan Valencia,Universidad Católica,15352994,68,0,0,1,0,2,0,0,63,47,44,1,1,1,1,1,1,0,0,3,4,0,1,5,7,0,4,0,0,0
22975,Gary Medel,Universidad Católica,15352994,90,0,0,0,0,2,0,0,91,79,75,6,5,1,0,0,0,2,1,2,4,0,10,6,0,0,0,2,0,0
588796,Jimmy Martínez,Universidad Católica,15352994,90,1,0,3,2,1,0,0,64,35,29,5,3,6,1,1,1,1,0,1,2,1,0,11,6,0,3,7,0,0
973560,Matías Palavecino,Universidad Católica,15352994,87,0,1,4,0,4,1,0,64,38,32,4,2,7,4,2,1,0,0,2,2,1,6,4,3,0,1,0,0,0
828952,Fernando Zampedri,Universidad Católica,15352994,90,1,0,2,2,1,0,0,30,19,14,1,1,0,0,2,0,0,0,0,0,1,5,5,9,0,1,4,1,0
932866,Justo Giani,Universidad Católica,15352994,90,0,1,3,1,4,1,0,42,26,22,1,0,1,0,0,0,1,1,0,0,2,2,4,6,0,0,2,0,0
995388,Clemente Montes,Universidad Católica,15352994,22,0,0,1,0,0,0,0,19,12,8,0,0,1,0,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0
117430,Eugenio Mena,Universidad Católica,15352994,14,0,0,0,0,0,0,0,9,9,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
906110,Diego Valencia,Universidad Católica,15352994,14,0,0,0,0,0,0,0,4,2,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0
790001,Ignacio González,Everton de Viña del Mar,15352994,90,0,0,0,0,0,0,0,26,23,11,14,2,0,0,0,0,0,1,0,0,1,5,1,0,0,0,0,0,0
886912,Benjamín Berríos,Everton de Viña del Mar,15352994,90,0,0,0,0,0,0,0,58,34,28,3,1,1,0,2,1,1,6,3,3,0,4,5,1,1,0,1,0,0
976168,Hugo Magallanes,Everton de Viña del Mar,15352994,90,0,0,0,0,0,0,0,43,25,20,5,0,0,0,0,0,1,14,0,0,5,2,5,4,1,3,0,0,0
339891,Diego Oyarzún,Everton de Viña del Mar,15352994,89,0,0,0,0,0,0,0,38,26,18,8,3,0,0,0,0,0,9,1,1,1,2,2,1,1,1,0,0,0
947963,Vicente Fernández,Everton de Viña del Mar,15352994,90,0,0,0,0,0,0,0,41,20,15,6,2,3,0,2,1,0,4,0,1,0,2,2,5,0,1,0,0,0
1119679,Lucas Soto,Everton de Viña del Mar,15352994,80,1,0,2,3,1,0,0,36,17,12,5,1,2,0,4,1,1,1,1,1,0,7,4,6,0,1,2,1,0
951270,Joaquín Moya,Everton de Viña del Mar,15352994,89,0,0,1,0,0,0,0,41,27,23,3,2,0,0,1,0,1,1,5,5,1,5,6,8,0,4,0,0,0
800239,Dieter Villalpando,Everton de Viña del Mar,15352994,90,0,0,0,0,1,0,0,54,34,26,1,0,4,1,3,3,2,0,0,1,0,9,7,4,1,1,3,0,0
1199239,Emiliano Ramos,Everton de Viña del Mar,15352994,90,0,1,0,0,1,1,0,31,18,11,1,0,1,0,2,1,2,3,0,0,2,6,3,6,0,2,0,0,0
975053,Alan Medina,Everton de Viña del Mar,15352994,90,0,0,1,0,0,0,0,50,19,9,5,1,2,1,3,0,2,1,0,0,0,7,6,11,2,2,6,0,0
129209,Cristian Palacios,Everton de Viña del Mar,15352994,71,1,0,1,2,0,0,0,15,8,6,0,0,1,0,2,1,0,1,0,0,0,3,1,4,0,1,0,0,0
1385673,Valentín Vidal,Everton de Viña del Mar,15352994,19,0,0,0,0,0,0,0,11,4,3,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
1508614,Santiago Londoño,Everton de Viña del Mar,15352994,10,0,0,0,0,0,0,0,6,1,1,0,0,0,0,2,0,0,0,0,0,0,0,1,6,0,3,1,1,0
862702,Nicolás Baeza,Everton de Viña del Mar,15352994,11,0,0,0,0,0,0,0,6,3,2,2,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,0
1864232,Nicolás Montiel,Everton de Viña del Mar,15352994,11,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
805183,Gabriel Castellón,Universidad de Chile,15352995,90,0,0,0,0,0,0,0,34,27,24,7,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3
831012,Nicolás Ramírez,Universidad de Chile,15352995,45,0,0,0,0,0,0,0,51,41,37,2,1,1,0,0,0,0,3,0,2,2,2,4,1,0,0,0,0,0
981341,Franco Calderón,Universidad de Chile,15352995,90,0,0,0,0,0,0,0,87,73,65,4,2,0,0,0,0,1,7,1,1,8,7,9,2,1,0,0,0,0
789979,Matías Zaldivia,Universidad de Chile,15352995,90,0,0,2,0,1,0,1,93,82,65,10,4,0,0,0,0,1,4,0,0,8,9,8,2,0,0,0,0,0
818897,Fabián Hormazábal,Universidad de Chile,15352995,90,0,1,3,1,1,1,0,87,56,50,3,2,1,1,5,4,2,2,1,2,1,5,8,6,0,1,1,0,0
589542,Israel Poblete,Universidad de Chile,15352995,82,0,0,1,0,0,0,0,64,56,48,2,0,0,0,0,0,1,0,2,2,1,6,3,6,0,2,0,0,0
18304,Charles Aránguiz,Universidad de Chile,15352995,27,0,0,0,0,1,0,0,28,24,22,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0
1087387,Marcelo Morales,Universidad de Chile,15352995,90,0,0,0,0,4,1,0,59,22,17,5,3,17,4,4,2,1,3,0,2,2,4,7,5,1,2,1,0,0
925337,Javier Altamirano,Universidad de Chile,15352995,88,0,0,1,1,3,0,1,82,58,47,3,1,1,0,4,1,1,1,1,5,0,9,7,11,1,3,1,0,0
906105,Maximiliano Guerrero,Universidad de Chile,15352995,90,0,0,5,2,2,1,0,62,34,24,2,0,8,3,4,3,0,1,0,1,1,3,5,3,0,1,0,0,0
37006,Eduardo Vargas,Universidad de Chile,15352995,90,1,0,4,4,3,1,1,39,20,18,1,1,1,0,4,1,0,1,0,0,1,4,2,8,0,1,0,1,0
1388813,Agustín Arce,Universidad de Chile,15352995,63,0,0,2,0,1,0,0,38,28,21,4,2,0,0,1,1,0,1,2,2,0,5,3,0,1,0,0,0,0
26480,Marcelo Díaz,Universidad de Chile,15352995,50,0,0,1,0,1,0,0,39,34,27,5,3,0,0,1,1,0,0,1,2,0,4,3,1,0,0,0,0,0
1482412,Ignacio Vásquez,Universidad de Chile,15352995,8,0,0,0,0,0,0,0,6,4,2,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0
2145368,Martín Espinoza Pino,Universidad de Chile,15352995,13,0,0,1,0,1,0,0,10,5,3,0,0,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0
1002740,Santiago Silva Azambuja,Universidad de Concepción,15352995,90,0,0,0,0,1,1,0,40,26,11,21,6,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,6
986609,Jorge Espejo,Universidad de Concepción,15352995,90,0,0,3,1,0,0,1,24,8,5,2,2,0,0,3,1,2,0,2,2,0,4,5,5,0,0,2,1,0
1482287,David Retamal,Universidad de Concepción,15352995,84,0,0,0,0,1,0,0,30,19,15,6,4,0,0,0,0,2,4,0,0,1,2,2,4,0,1,1,0,0
47037,Osvaldo González,Universidad de Concepción,15352995,90,0,0,0,0,1,0,0,46,27,18,10,2,0,0,0,0,1,11,2,2,3,5,5,4,1,0,0,0,0
365990,Leonel González,Universidad de Concepción,15352995,90,0,0,1,0,0,0,0,56,37,20,14,4,0,0,2,0,1,9,1,3,6,7,9,5,0,1,0,0,0
906102,Yerco Oyanedel,Universidad de Concepción,15352995,90,0,0,0,0,1,1,0,43,20,13,3,0,4,1,0,0,1,2,0,0,1,4,2,1,1,0,1,1,0
1106828,Jeison Fuentealba,Universidad de Concepción,15352995,67,0,0,2,0,2,0,1,40,21,16,5,2,2,0,2,1,0,0,2,3,0,6,6,3,0,0,2,0,0
896753,Facundo Mater,Universidad de Concepción,15352995,90,0,0,0,0,3,1,0,49,20,16,0,0,0,0,7,1,2,4,1,2,1,3,4,8,0,1,0,0,0
939997,Cristhofer Mesías,Universidad de Concepción,15352995,90,0,0,0,0,0,0,0,37,28,25,3,1,0,0,1,0,0,1,4,4,0,5,5,6,0,0,1,1,0
965775,Agustín Urzi,Universidad de Concepción,15352995,83,0,0,4,1,0,0,0,48,26,19,3,1,1,0,2,2,0,1,0,1,3,8,7,3,1,0,1,0,0
1183778,Daniel Barrea,Universidad de Concepción,15352995,51,1,0,1,2,0,0,0,22,12,7,0,0,1,0,3,1,1,0,0,0,1,4,2,12,0,0,0,0,0
965719,Ariel Uribe,Universidad de Concepción,15352995,39,0,0,1,1,0,0,1,20,11,8,1,1,0,0,0,0,0,0,0,0,1,3,2,7,0,0,1,0,0
973567,Pablo Parra,Universidad de Concepción,15352995,23,0,0,0,0,0,0,0,16,9,6,3,2,0,0,1,0,0,1,0,0,0,1,0,4,1,0,0,2,0
986462,Bryan Ogaz,Universidad de Concepción,15352995,18,0,0,0,0,0,0,0,12,8,8,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
1106822,Bastián Ubal,Universidad de Concepción,15352995,17,0,0,0,0,0,0,0,9,7,4,4,1,0,0,0,0,1,0,1,1,0,2,1,0,0,0,0,0,0
386218,Diego Sánchez,Coquimbo Unido,15352996,90,0,0,0,0,0,0,0,32,21,16,15,10,0,0,0,0,0,1,0,0,0,15,0,0,0,0,0,0,2
986548,Francisco Salinas,Coquimbo Unido,15352996,90,0,0,6,2,1,0,0,77,32,24,2,1,5,1,3,2,3,4,1,1,7,5,11,4,1,1,1,0,0
986451,Benjamín Gazzolo,Coquimbo Unido,15352996,90,0,0,0,0,0,0,0,48,32,21,9,2,0,0,0,0,0,7,1,2,7,3,10,3,1,2,1,0,0
889498,Manuel Fernández,Coquimbo Unido,15352996,90,0,0,0,0,0,0,0,53,38,25,7,2,0,0,0,0,1,6,2,2,7,5,9,10,0,2,0,0,0
1096735,Juan Cornejo,Coquimbo Unido,15352996,90,0,0,1,0,1,0,0,77,35,23,14,8,14,2,1,1,2,0,1,1,3,4,5,5,0,0,0,0,0
805408,Alejandro Camargo,Coquimbo Unido,15352996,90,0,0,2,0,1,0,0,58,35,28,7,3,1,0,0,0,0,7,3,3,3,6,6,8,1,1,0,0,0
974009,Sebastián Galani,Coquimbo Unido,15352996,90,0,0,0,0,1,0,0,60,41,37,2,1,1,0,1,1,1,1,2,3,0,8,8,6,1,1,4,0,0
1834686,Martín Mundaca,Coquimbo Unido,15352996,58,0,0,1,1,0,0,1,31,17,11,2,2,1,0,1,0,1,1,1,2,1,8,5,3,0,0,2,0,0
376740,Guido Vadalá,Coquimbo Unido,15352996,70,0,0,1,0,1,0,0,33,17,14,1,1,2,0,3,2,0,0,1,1,0,1,3,2,0,1,0,0,0
1108027,Alejandro Azócar,Coquimbo Unido,15352996,58,0,0,1,0,1,0,0,37,16,7,0,0,4,0,3,2,0,0,1,3,1,2,7,7,0,1,1,0,0
1643443,Nicolás Johansen,Coquimbo Unido,15352996,45,0,0,0,0,0,0,0,23,12,9,0,0,0,0,1,0,0,2,0,0,1,1,1,2,0,0,0,0,0
852143,Luis Riveros,Coquimbo Unido,15352996,45,0,0,2,0,1,0,0,18,13,8,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,2,0
1125880,Benjamín Chandía,Coquimbo Unido,15352996,32,0,0,3,0,0,0,0,26,14,9,1,1,3,0,1,0,0,0,0,1,0,3,1,3,0,1,0,0,0
973986,Cristián Zavala,Coquimbo Unido,15352996,32,0,0,0,0,3,0,0,27,11,8,2,2,3,1,3,2,0,2,0,0,0,1,2,2,0,0,0,0,0
39244,Lucas Pratto,Coquimbo Unido,15352996,20,0,0,2,0,0,0,0,17,9,6,0,0,0,0,1,0,0,0,0,0,1,3,1,3,0,0,0,0,0
805183,Gabriel Castellón,Universidad de Chile,15352996,90,0,0,0,0,0,0,0,41,31,22,17,8,0,0,0,0,0,1,0,0,0,7,1,1,0,0,1,0,3
818897,Fabián Hormazábal,Universidad de Chile,15352996,90,0,0,1,0,1,0,0,61,20,14,3,1,4,0,2,0,1,7,1,1,3,4,6,5,2,1,2,0,0
981341,Franco Calderón,Universidad de Chile,15352996,90,0,0,0,0,1,0,0,49,27,16,9,3,0,0,0,0,1,10,3,3,2,2,5,3,0,0,0,0,0
831012,Nicolás Ramírez,Universidad de Chile,15352996,90,0,0,0,0,0,0,0,66,44,35,8,3,0,0,0,0,1,12,0,2,3,3,6,4,1,1,1,0,0
1087387,Marcelo Morales,Universidad de Chile,15352996,79,0,0,1,0,4,0,0,59,26,17,5,1,7,3,0,0,2,5,0,3,0,6,4,4,0,1,1,0,0
1201172,Lucas Romero,Universidad de Chile,15352996,90,0,0,1,1,0,0,0,59,43,32,4,2,0,0,0,0,2,8,0,0,3,6,5,5,0,1,2,0,0
906105,Maximiliano Guerrero,Universidad de Chile,15352996,89,1,0,2,2,0,0,0,45,28,18,4,2,1,0,3,2,1,3,1,1,1,5,4,5,0,0,0,0,0
589542,Israel Poblete,Universidad de Chile,15352996,90,0,0,0,0,0,0,0,79,49,41,4,1,4,1,1,0,1,3,3,7,2,6,9,7,1,1,0,0,0
925337,Javier Altamirano,Universidad de Chile,15352996,64,0,0,2,0,0,0,0,29,13,11,1,0,0,0,2,1,0,0,0,1,0,2,2,8,0,2,0,0,0
1482412,Ignacio Vásquez,Universidad de Chile,15352996,64,0,0,0,0,0,0,0,38,19,13,2,0,4,1,2,1,0,0,1,2,0,5,4,6,0,0,1,1,0
37006,Eduardo Vargas,Universidad de Chile,15352996,90,0,0,1,1,0,0,0,44,24,16,0,0,0,0,1,0,0,2,0,1,9,4,12,17,0,1,2,2,0
1388813,Agustín Arce,Universidad de Chile,15352996,26,0,1,0,0,1,1,0,19,11,8,1,1,1,0,2,1,0,1,0,0,1,1,2,1,1,0,0,0,0
2331086,Jhon Cortes,Universidad de Chile,15352996,26,0,0,0,0,0,0,0,19,12,8,1,1,2,0,1,1,0,1,0,0,0,2,1,4,1,0,0,0,0
1138070,Felipe Salomoni,Universidad de Chile,15352996,11,0,0,1,0,0,0,0,10,4,1,2,0,0,0,0,0,1,1,0,0,0,2,0,2,0,1,0,0,0
889500,Nicolás Fernández,Universidad de Chile,15352996,8,0,0,0,0,0,0,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
818874,Fernando de Paul,Colo-Colo,15352997,90,0,0,0,0,0,0,0,32,19,16,6,3,0,0,0,0,0,1,0,0,0,14,1,0,0,0,1,0,2
1022259,Jeyson Rojas,Colo-Colo,15352997,90,0,0,0,0,0,0,0,58,30,24,4,1,7,0,2,0,1,5,3,3,2,5,5,5,1,0,0,0,0
1014795,Jonathan Villagra,Colo-Colo,15352997,90,0,0,0,0,0,0,0,65,44,41,5,4,0,0,1,1,2,10,0,0,3,2,5,6,1,2,1,0,0
18342,Arturo Vidal,Colo-Colo,15352997,90,0,0,2,0,0,0,0,76,61,56,10,7,0,0,1,1,3,5,0,1,2,4,5,2,0,1,1,0,0
1015274,Joaquín Sosa,Colo-Colo,15352997,35,0,0,0,0,0,0,0,31,26,23,3,2,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1176822,Diego Ulloa,Colo-Colo,15352997,90,0,0,1,0,1,0,0,45,20,17,2,0,1,0,1,1,0,2,2,2,0,4,5,3,0,1,2,0,0
889502,Álvaro Madrid,Colo-Colo,15352997,86,1,0,2,2,0,0,0,62,46,40,5,3,3,0,2,0,0,1,0,0,0,5,1,7,0,1,1,0,0
