target,feature_set,corr_threshold,k,C,class_weight,folds,accuracy,accuracy_std,balanced_accuracy,balanced_accuracy_std,f1,f1_std,roc_auc,roc_auc_std,average_precision,average_precision_std,log_loss,log_loss_std,brier,brier_std
over_15,rolling_plus_table_h2h,0.9,all,0.3,balanced,3,0.6097494553376906,0.009720353103254233,0.4459992844855807,0.029476945315577176,0.7466033526639588,0.009740963337867671,0.4236665945942191,0.03239424682047625,0.7899282535926885,0.02663214376906366,1.339755433173943,0.10858021934032248,0.317610083615386,0.014605063862339927
over_15,rolling_plus_table_h2h,0.95,all,0.3,balanced,3,0.5980392156862745,0.03077221545060029,0.43874471504898754,0.010350050487701306,0.7359132636910415,0.03147085222686522,0.42058897083149893,0.02587703463981227,0.7951780190013666,0.026439124650860832,1.3791385761555732,0.045272571258596066,0.32231530765116656,0.019280039929985063
over_25,rolling_plus_table,0.95,36,0.03,balanced,3,0.5506535947712418,0.03631717446224326,0.5590617715617715,0.03594236755276205,0.542602495543672,0.05767032514478773,0.5818873834498836,0.051240000426537945,0.657883841163676,0.045320174363681597,0.697245396068528,0.023387040999716988,0.25151708920407145,0.010922643241956935
over_25,rolling_plus_table,0.9,36,0.03,balanced,3,0.5536492374727668,0.052543683362452,0.5632065850815852,0.05726468123776408,0.5413187202660886,0.06135800859002739,0.5782706876456877,0.05217017050019236,0.6572453254604776,0.04627251449114365,0.7001422035653979,0.023813874884601318,0.25285404729720296,0.011165330690334032
over_25,rolling_plus_table,0.95,36,0.1,balanced,3,0.5552832244008714,0.0194521475255213,0.5604749417249417,0.01792847345044199,0.5604298072447719,0.042200346584669694,0.5698954691142192,0.05211148642042899,0.6482736808506121,0.04641317076029573,0.7085172735665531,0.029664526034717167,0.25610385736415414,0.013341685184501706
over_25,rolling_plus_table,0.9,36,0.1,balanced,3,0.5424836601307189,0.03871893990546661,0.5485212703962704,0.043397922677684726,0.5457232168229611,0.037952736934326506,0.5706475815850816,0.0675914564923324,0.6530793779686416,0.050852947568913405,0.713591148210282,0.03337047220425222,0.25825640657585364,0.015133006179263777
over_25,rolling_plus_table,0.95,36,0.3,balanced,3,0.5484749455337691,0.009628360310274357,0.5537441724941724,0.002697622253345743,0.5517969057261928,0.04454149896920938,0.5692307692307693,0.0542002010820742,0.6485469385736556,0.04584726702420628,0.717140836927872,0.036033093751904964,0.2592985255077525,0.01577536414708011
over_25,rolling_plus_table,0.9,36,0.3,balanced,3,0.5307734204793029,0.01790357289095166,0.5375437062937062,0.022207127259798804,0.5300709083907983,0.03074206345442047,0.5637929778554779,0.07152224839775695,0.6464812268010783,0.05196387137991295,0.7245348369862326,0.041746616106271894,0.26230666854423634,0.018602882427010293
over_25,rolling_plus_table,0.95,72,0.03,balanced,3,0.5462962962962963,0.06835566231589538,0.5501384032634032,0.06764611006700266,0.5545654402845525,0.08480812835835895,0.5561716928904429,0.06333926936297674,0.6335088887785009,0.04544925669242331,0.7268877956227536,0.04401913907463435,0.2628155717568623,0.018801559635260482
over_25,rolling_plus_table,0.9,72,0.03,balanced,3,0.5465686274509803,0.03979577315882088,0.5505171911421911,0.04087261512098673,0.5567622791009624,0.05024212152337456,0.5572698135198135,0.06487394468431879,0.6335814010057564,0.043474435746568146,0.7278535032898211,0.040753479764718735,0.26319853263959453,0.017363713610504133
over_25,rolling_plus_table,0.95,72,0.1,balanced,3,0.5710784313725491,0.04150348240728236,0.5734484265734267,0.03979693047352414,0.5860511215440793,0.05709899529186068,0.5586210664335663,0.062328502609700055,0.6342375392236,0.039444437857003654,0.7506084903740192,0.06057211129469319,0.2695549464499802,0.023005431427343837
over_25,rolling_plus_table,0.9,72,0.1,balanced,3,0.5604575163398692,0.0471077798483211,0.5606351981351981,0.05022021570274294,0.5843192195931922,0.046505811899005586,0.5640570367132867,0.058246458178443025,0.6353155797707398,0.038142180709222914,0.755103595433282,0.05950859038152074,0.27069042323647,0.0214071053289134
over_25,rolling_plus_table,0.95,72,0.3,balanced,3,0.5784313725490197,0.04588759753774626,0.5792977855477855,0.0462398312189781,0.5973826153601435,0.05929166687181983,0.5667741113053614,0.06341428876615794,0.6413955380846145,0.036354849934854654,0.7731466905789484,0.0743250056810887,0.2748740481100252,0.025655049649965855
